X_TREE	Y_TREE	BAREA	DBH	VOL	SPP
60.86	582.73	0.01	13	0.09	4
57.12	582.49	0.04	23	0.43	4
56.47	580.94	0.01	12	0.08	4
55.51	579.36	0.02	15	0.14	4
54.95	577.6	0.02	15	0.14	4
53.19	572.54	0.01	12	0.08	4
53.02	570.97	0.01	12	0.08	4
54.36	571.17	0.02	15	0.14	4
56.63	571.5	0.02	14	0.11	4
56.84	573.75	0.03	20	0.3	4
56.61	571.45	0.01	13	0.09	4
58.54	572.13	0.03	19	0.26	4
57.59	569.32	0.02	14	0.11	4
61.7	570.95	0.05	25	0.53	4
63.48	568.63	0.03	21	0.34	4
64.72	569.35	0.04	22	0.38	4
63.45	564.93	0.01	12	0.08	4
64.73	565.43	0.03	21	0.34	4
60.14	566.4	0.05	26	0.58	4
56.52	565.5	0.01	13	0.09	4
55.53	565.81	0.02	14	0.11	4
53.9	568.08	0.01	13	0.09	4
52.07	569.49	0.02	15	0.14	4
52.87	565.65	0.03	20	0.3	4
50.8	565.19	0.02	16	0.16	4
51.14	567.95	0.01	12	0.08	4
45.73	563.3	0.02	17	0.19	3
50.47	562.63	0.01	12	0.08	4
50.16	560.68	0.02	14	0.11	4
51.51	561.86	0.02	15	0.14	4
54.31	560.31	0.02	17	0.19	4
54.78	563.07	0.02	17	0.19	4
56.25	560.06	0.02	17	0.19	4
57.27	561.32	0.02	16	0.16	4
58.08	559.55	0.01	12	0.08	4
60.08	562.16	0.02	16	0.16	4
60.12	560.35	0.02	17	0.19	4
62.62	562.14	0.04	23	0.43	4
46.33	557.89	0.02	17	0.19	4
61.5	536.24	0.02	14	0.11	1
62.38	537.67	0.01	12	0.08	3
61.33	542.48	0.02	14	0.11	3
61.3	544	0.02	17	0.19	1
59.92	554.26	0.01	12	0.08	1
58.34	553.77	0.01	13	0.09	1
56.74	555.57	0.01	12	0.08	1
53.39	553.31	0.02	17	0.19	2
53.37	556.24	0.02	14	0.11	1
50.61	556.1	0.03	18	0.22	1
43.7	554.7	0.02	16	0.16	1
40.73	554.74	0.02	17	0.19	3
37.9	555.81	0.01	13	0.09	3
36.12	555.47	0.02	17	0.19	3
37.87	553.11	0.02	16	0.16	3
36.11	551.23	0.02	14	0.11	1
35.91	549.29	0.02	16	0.16	3
43.05	549.81	0.01	12	0.08	1
45.01	548.06	0.02	17	0.19	1
47.52	549.51	0.01	12	0.08	1
50.03	551.26	0.02	15	0.14	1
51	546.85	0.01	13	0.09	1
52.21	546.85	0.02	14	0.11	1
52.05	544.93	0.02	17	0.19	3
58.7	539.07	0.01	13	0.09	1
55.83	538.65	0.03	19	0.26	1
43.78	542.47	0.02	14	0.11	1
54.14	540.16	0.01	13	0.09	1
35.67	543.39	0.32	64	5.08	4
32.16	541.58	0.09	33	1.07	4
31.03	537.85	0.27	59	4.24	4
38.47	538.53	0.17	47	2.52	4
37.11	535.41	0.17	47	2.52	4
32.42	534.65	0.21	52	3.19	4
31.84	522.46	0.15	44	2.16	0
34.45	523.61	0.23	54	3.48	0
36.82	528.53	0.27	59	4.24	4
40.97	532.23	0.49	79	7.9	4
43.25	537.23	0.52	81	8.31	4
41.84	531.42	0.01	13	0.09	3
53.51	535.19	0.02	15	0.14	1
55.74	533.34	0.01	13	0.09	1
59.39	533.68	0.01	13	0.09	1
44.65	527	0.08	31	0.91	0
43.52	526.18	0.13	41	1.82	2
41.75	520.6	0.3	62	4.74	3
41.66	519	0.26	58	4.08	4
39.46	517.51	0.21	52	3.19	0
49.99	518.17	0.28	60	4.41	0
50.39	522.05	0.3	62	4.74	3
51.86	517.58	0.24	55	3.62	2
54.45	513.62	0.25	56	3.77	2
56.55	514.53	0.02	14	0.11	0
56.34	518.35	0.02	16	0.16	3
57.92	507.43	0.5	80	8.11	3
58.64	522.91	0.02	14	0.11	4
56.67	524.65	0.01	12	0.08	4
60.27	529.28	0.02	16	0.16	4
60.53	525.43	0.02	15	0.14	4
61.67	523.15	0.01	13	0.09	4
63.37	520.24	0.03	20	0.3	4
69.73	556.64	0.01	13	0.09	1
71.99	559.31	0.03	20	0.3	4
73.35	556.34	0.05	24	0.47	4
74.44	555.63	0.01	12	0.08	4
76.27	555.36	0.19	49	2.78	6
74	558.81	0.01	13	0.09	0
76.44	559.83	0.03	21	0.34	0
78.08	557.97	0.1	36	1.33	6
79.38	556.76	0.02	15	0.14	0
79.85	554.78	0.01	12	0.08	0
83.07	559.14	0.08	31	0.91	6
85.13	562.36	0.02	16	0.16	0
83.71	563.65	0.02	17	0.19	0
86	563.22	0.11	37	1.42	6
88.58	563.27	0.02	16	0.16	4
90.06	564.78	0.07	30	0.84	4
90.09	561.49	0.02	14	0.11	4
87.54	557.87	0.02	14	0.11	0
93.41	560.54	0.04	23	0.43	4
93.25	565.79	0.11	38	1.51	4
97.12	566.74	0.06	27	0.64	4
97.92	570.59	0.01	12	0.08	0
99.99	575.68	0.07	30	0.84	4
102.37	579.06	0.09	33	1.07	4
97.74	575.87	0.08	32	0.99	4
93.31	577.97	0.03	18	0.22	0
95.3	583.2	0.06	27	0.64	3
105.21	580.72	0.07	29	0.77	4
103.59	564.42	0.04	22	0.38	0
102.18	566.65	0.04	22	0.38	0
100.15	566.23	0.06	27	0.64	0
95.97	561.19	0.06	27	0.64	4
109.15	547.42	0.08	32	0.99	4
106.39	546.37	0.07	30	0.84	4
106.74	543.6	0.06	28	0.71	4
108.31	539.36	0.08	32	0.99	4
103.16	541.96	0.08	31	0.91	4
101.31	540.27	0.09	34	1.15	4
103.22	537.9	0.07	29	0.77	4
103.96	536.15	0.1	36	1.33	4
106.18	534.94	0.03	21	0.34	4
107.29	530.2	0.14	42	1.93	4
103.9	530.58	0.05	24	0.47	4
100.71	533.58	0.07	29	0.77	4
99.16	536.34	0.05	26	0.58	4
97.09	537.56	0.01	13	0.09	4
96.77	532.34	0.11	37	1.42	4
96.64	529.58	0.07	30	0.84	4
101.33	527.44	0.1	35	1.24	4
105.5	526.81	0.07	30	0.84	4
103.83	522.68	0.03	19	0.26	0
104.15	518.41	0.13	40	1.71	3
98.66	520.86	0.07	29	0.77	4
97.72	517.66	0.03	21	0.34	0
95.9	519.92	0.05	25	0.53	0
95.27	521.55	0.03	18	0.22	0
96.87	525.82	0.12	39	1.61	4
92.27	523.38	0.1	36	1.33	4
89.66	522.47	0.09	34	1.15	4
88.42	528.24	0.09	34	1.15	4
91.42	533.21	0.11	37	1.42	4
85.22	526.99	0.01	12	0.08	4
83.85	528.18	0.03	21	0.34	4
80.37	529.95	0.07	30	0.84	4
78.06	531.15	0.02	15	0.14	0
77.86	529.67	0.03	21	0.34	4
75.04	529.71	0.04	23	0.43	4
72.5	528.67	0.02	17	0.19	4
70.8	529.9	0.03	19	0.26	4
68.61	531.24	0.04	22	0.38	4
67.96	529.74	0.03	18	0.22	4
70.58	526.03	0.03	19	0.26	4
73.82	526.03	0.03	19	0.26	4
76.97	526.77	0.03	20	0.3	4
79.22	526.34	0.08	31	0.91	4
81.94	526.31	0.03	19	0.26	4
83.49	524.67	0.03	20	0.3	4
85.85	523.76	0.02	15	0.14	4
87.47	519.57	0.08	31	0.91	4
85.41	521.99	0.03	19	0.26	4
83.47	520.94	0.03	21	0.34	4
65.37	536.8	0.01	13	0.09	1
67.09	534.03	0.04	23	0.43	4
75.09	534.54	0.01	13	0.09	0
75.35	534.63	0.03	18	0.22	0
84.32	535.97	0.07	30	0.84	4
88.56	537.23	0.13	40	1.71	4
91.29	536.34	0.02	16	0.16	4
97.52	542.76	0.15	44	2.16	4
90.44	540.31	0.15	44	2.16	4
82.81	538.78	0.02	15	0.14	4
80.21	538.48	0.14	42	1.93	4
75.42	540.1	0.09	33	1.07	0
73.81	542.33	0.15	43	2.04	0
68.05	541.6	0.01	12	0.08	1
63.51	540.37	0.02	15	0.14	1
64.01	545.07	0.01	12	0.08	1
66.15	545.29	0.02	14	0.11	1
78.6	542.86	0.02	17	0.19	4
80.81	541.48	0.26	58	4.08	4
91.37	543.91	0.01	13	0.09	4
91.03	544.86	0.01	13	0.09	4
93.41	544.02	0.03	18	0.22	4
101.44	547.41	0.13	41	1.82	4
95.84	551.26	0.09	33	1.07	4
91.26	548.65	0.14	42	1.93	6
87.87	549.09	0.01	12	0.08	0
85.85	547.99	0.11	38	1.51	6
83.63	548.08	0.01	12	0.08	0
80.69	546.24	0.02	14	0.11	0
66.27	548	0.02	17	0.19	1
65.75	550.99	0.01	13	0.09	1
66.59	552.64	0.02	16	0.16	1
68.19	551.11	0.02	14	0.11	1
73.05	553.26	0.03	18	0.22	4
74.57	551.28	0.02	15	0.14	4
75.73	551.42	0.01	13	0.09	4
76.13	549.18	0.05	24	0.47	4
79.37	549.83	0.13	41	1.82	6
83.13	552.78	0.09	34	1.15	6
87.44	550.4	0.01	13	0.09	3
90.2	551.13	0.01	12	0.08	0
102.53	553.12	0.13	40	1.71	4
104.82	553.34	0.12	39	1.61	4
102.85	557.82	0.1	36	1.33	4
97.52	559.41	0.13	40	1.71	4
88.73	556.6	0.14	42	1.93	6
86.19	555	0.02	16	0.16	0
66.56	579.85	0.05	25	0.53	4
66.17	577.87	0.02	16	0.16	4
65.89	576.94	0.03	19	0.26	4
69.48	573.84	0.05	24	0.47	4
70.43	575.45	0.02	17	0.19	4
73.73	578.01	0.05	24	0.47	4
74.87	583.36	0.05	24	0.47	4
81.67	583.97	0.05	24	0.47	4
83.28	590.01	0.15	44	2.16	6
86.38	587.53	0.02	14	0.11	0
89.6	584.97	0.01	12	0.08	0
93.3	586.56	0.02	17	0.19	0
90.86	583.64	0.04	23	0.43	0
86.04	582.61	0.01	13	0.09	0
87.03	580.75	0.02	17	0.19	0
81.56	580.89	0.01	13	0.09	4
79.6	578.02	0.05	25	0.53	4
79.4	575.6	0.04	22	0.38	4
77.67	575.75	0.04	23	0.43	4
73.83	575.36	0.03	21	0.34	4
73.57	573.21	0.05	25	0.53	4
73.44	571.35	0.01	12	0.08	4
71.72	571.77	0.03	20	0.3	4
65.87	570.54	0.03	19	0.26	4
69.37	570	0.01	13	0.09	4
69.44	568.09	0.03	19	0.26	4
68.56	566.78	0.04	22	0.38	4
68.4	565.02	0.03	21	0.34	4
65.59	560.79	0.03	19	0.26	4
69.48	562.67	0.02	17	0.19	4
71.3	565.13	0.03	19	0.26	4
73.48	564.64	0.03	18	0.22	4
74.56	565.85	0.02	15	0.14	4
72.26	568.06	0.05	26	0.58	4
75.26	569.34	0.05	24	0.47	4
76.87	567.19	0.05	24	0.47	4
80.72	568.92	0.03	20	0.3	4
78.95	569.93	0.02	17	0.19	4
81.03	570.77	0.03	19	0.26	4
78.48	572.35	0.02	14	0.11	4
77.06	573.39	0.03	19	0.26	4
85.01	575.41	0.02	14	0.11	0
85.25	572.98	0.02	17	0.19	0
86.09	570.02	0.04	22	0.38	0
87.47	571.81	0.02	15	0.14	0
90.13	569.78	0.02	17	0.19	0
91.66	572.02	0.03	21	0.34	0
89.37	576.31	0.04	22	0.38	0
87.51	578.04	0.01	13	0.09	0
90.99	579.17	0.01	13	0.09	0
63.47	530.64	0.01	13	0.09	4
61.95	529.07	0.01	13	0.09	4
66.16	525.9	0.02	14	0.11	4
67.5	525.6	0.02	14	0.11	4
68.9	522.91	0.03	20	0.3	4
71.21	523.28	0.03	18	0.22	4
70.82	519.58	0.02	16	0.16	4
69.32	518.88	0.02	15	0.14	4
70.79	515.27	0.02	14	0.11	4
69.44	515.51	0.02	17	0.19	4
67.47	511.12	0.01	12	0.08	4
71.53	512.26	0.02	16	0.16	4
64.95	508.91	0.01	12	0.08	4
62.95	505.25	0.01	12	0.08	4
75.86	523.93	0.02	14	0.11	4
74.32	522.06	0.02	17	0.19	4
74.5	518.59	0.01	13	0.09	4
76.27	516.85	0.03	18	0.22	4
75.23	515.03	0.02	16	0.16	4
74.03	513.84	0.01	12	0.08	4
72.34	514.63	0.02	14	0.11	4
72.06	510.46	0.02	15	0.14	4
70.76	508.28	0.01	12	0.08	4
69.48	505.46	0.01	13	0.09	4
70.69	503.25	0.02	15	0.14	4
74.1	504.99	0.01	13	0.09	4
77.1	512.92	0.03	18	0.22	4
77.84	514.62	0.02	14	0.11	4
77.7	516.65	0.02	14	0.11	4
79.95	516.3	0.03	21	0.34	4
78.05	520.92	0.04	22	0.38	4
77.16	524.2	0.01	13	0.09	4
82.53	517.49	0.05	26	0.58	4
85.75	516.64	0.03	19	0.26	4
86.32	513.94	0.03	20	0.3	4
83.08	514.16	0.05	26	0.58	4
84	510.34	0.01	12	0.08	4
81.3	511.14	0.02	17	0.19	4
83.14	508.85	0.02	16	0.16	4
82.64	506.06	0.02	14	0.11	4
81.55	507.69	0.01	12	0.08	4
79.35	507.52	0.01	13	0.09	4
78.61	506	0.02	14	0.11	4
76.61	504.71	0.01	13	0.09	4
77.86	502.51	0.01	12	0.08	4
79.48	502.72	0.01	13	0.09	4
81.19	499.76	0.01	12	0.08	4
77	500.72	0.01	12	0.08	4
75.74	500.88	0.02	14	0.11	4
74.62	498.77	0.01	13	0.09	4
74.1	497.63	0.01	12	0.08	4
72.64	495.82	0.01	13	0.09	4
74.49	496.51	0.01	12	0.08	4
79.3	491.51	0.01	12	0.08	4
80.86	495.69	0.01	13	0.09	4
83.24	499.15	0.01	13	0.09	4
85.08	498.93	0.01	12	0.08	4
85.68	496.75	0.02	14	0.11	4
86.56	495.35	0.03	20	0.3	4
84.76	490.77	0.02	14	0.11	4
83.58	488.78	0.01	12	0.08	4
85.3	489.12	0.01	13	0.09	4
87.47	498.65	0.02	15	0.14	4
86.6	500.07	0.03	18	0.22	4
89.15	499.02	0.02	14	0.11	4
91.11	498.07	0.02	17	0.19	4
94.94	572.72	0.02	17	0.19	4
92.28	501.24	0.02	15	0.14	4
89.35	502.43	0.03	18	0.22	4
87.64	503.63	0.02	14	0.11	4
86.51	506.2	0.03	19	0.26	4
84.68	507.69	0.02	14	0.11	4
85.99	508.91	0.02	15	0.14	4
88.8	506.83	0.01	13	0.09	4
89.82	505.37	0.02	14	0.11	4
91.38	503.92	0.01	12	0.08	4
92.2	504.52	0.02	16	0.16	4
94.09	505.43	0.01	12	0.08	4
95.3	508.39	0.02	14	0.11	4
93.43	508.35	0.02	16	0.16	4
91.48	508.34	0.02	16	0.16	4
91.79	510.04	0.03	18	0.22	4
89.13	509.99	0.04	22	0.38	4
89.93	516.48	0.08	32	0.99	4
92.68	516.34	0.02	14	0.11	4
90.32	513.13	0.03	19	0.26	4
93.59	512.23	0.03	19	0.26	4
95.84	512.31	0.03	21	0.34	4
96.45	510.33	0.02	16	0.16	4
98.99	511.36	0.02	15	0.14	4
101.15	509.73	0.04	22	0.38	4
101.69	506.85	0.01	13	0.09	4
101.44	505.38	0.02	17	0.19	4
100.38	503.96	0.02	17	0.19	4
99.22	506.82	0.03	19	0.26	4
97.18	506.29	0.04	22	0.38	4
96.36	504.61	0.02	16	0.16	4
96.39	499.91	0.03	20	0.3	4
93.35	497.09	0.02	16	0.16	4
94.22	497.1	0.02	14	0.11	4
99.75	498.66	0.03	20	0.3	4
99.42	495.86	0.02	16	0.16	4
97.26	495.83	0.02	14	0.11	4
98.58	493.47	0.02	17	0.19	4
96.45	492.25	0.03	20	0.3	4
96.22	493.97	0.01	12	0.08	4
94.87	494.58	0.01	12	0.08	4
92.8	493.8	0.02	14	0.11	4
89.96	493.47	0.02	17	0.19	4
91.86	492.12	0.02	16	0.16	4
93.46	492.49	0.01	13	0.09	4
95.66	489.74	0.02	14	0.11	4
96.83	484.03	0.01	13	0.09	4
93.67	485.88	0.02	15	0.14	4
91.45	484.29	0.02	16	0.16	4
91.92	487.79	0.02	14	0.11	4
90.06	486.96	0.01	12	0.08	4
86.78	486.3	0.02	15	0.14	4
90.66	491.08	0.01	12	0.08	4
59.8	623.36	0.01	12	0.08	4
58.59	624.75	0.02	14	0.11	4
64.14	626.21	0.02	17	0.19	3
68.04	623.23	0.04	22	0.38	4
67.21	621.01	0.01	13	0.09	4
66.06	620.5	0.04	23	0.43	4
66.15	616.36	0.01	12	0.08	4
66.94	616.1	0.01	13	0.09	4
67.53	613.71	0.02	16	0.16	4
67.02	612.39	0.02	15	0.14	4
65.44	614.08	0.03	18	0.22	4
64.86	615.42	0.02	15	0.14	4
63.5	610.44	0.01	13	0.09	4
64.61	610.98	0.01	13	0.09	4
65.73	611.7	0.02	17	0.19	4
68.36	610.29	0.02	15	0.14	4
69.59	608.71	0.05	25	0.53	4
68.52	608.2	0.01	12	0.08	4
68.72	606.31	0.01	13	0.09	4
69.41	605.35	0.02	14	0.11	4
69.02	604.56	0.03	18	0.22	4
68.28	604.4	0.02	15	0.14	4
66.97	606.19	0.01	12	0.08	4
65.59	607.92	0.03	21	0.34	4
59.64	608.65	0.02	15	0.14	1
60.5	607.62	0.01	12	0.08	1
63.68	604.52	0.02	15	0.14	4
66.55	604.12	0.03	18	0.22	4
66.88	602.64	0.02	15	0.14	4
66.53	600.42	0.04	23	0.43	4
64.24	602.13	0.01	13	0.09	4
63.43	600.71	0.02	15	0.14	4
64.01	598.57	0.02	14	0.11	4
61.77	600.11	0.02	15	0.14	4
61.23	601.98	0.03	20	0.3	4
60.14	599.44	0.02	14	0.11	4
63.64	596.43	0.02	14	0.11	4
60.72	596.54	0.02	16	0.16	4
56.17	598.55	0.01	12	0.08	4
57.75	586.71	0.02	16	0.16	4
59.31	587.46	0.02	15	0.14	4
61.42	584.14	0.02	15	0.14	4
63.26	584.37	0.02	14	0.11	4
62.51	585.09	0.01	13	0.09	4
63.37	588.15	0.02	14	0.11	4
63.57	589.81	0.03	21	0.34	4
61.55	589.64	0.01	13	0.09	4
60.48	589.25	0.02	15	0.14	4
59.71	590.71	0.02	15	0.14	4
60.18	592.97	0.01	13	0.09	4
60.84	591.09	0.01	12	0.08	4
62.02	592.22	0.02	15	0.14	4
62.93	591.17	0.02	15	0.14	4
89.35	613.66	0.03	20	0.3	4
68.88	617.52	0.02	14	0.11	4
70.27	616.76	0.02	17	0.19	4
71.75	612.77	0.02	16	0.16	4
74.32	611.81	0.01	12	0.08	4
74.56	612.61	0.03	18	0.22	4
74.11	613.7	0.03	19	0.26	4
75.27	614.5	0.01	13	0.09	4
73.14	617.02	0.01	13	0.09	4
70.62	619.65	0.01	13	0.09	4
69.37	621.22	0.01	12	0.08	4
72.01	620.85	0.02	14	0.11	4
72.57	622.56	0.03	19	0.26	4
71.61	625.2	0.01	13	0.09	4
70.84	625.47	0.01	13	0.09	4
71.94	628.26	0.03	20	0.3	4
73.09	628.39	0.04	23	0.43	4
74.89	627.15	0.03	19	0.26	4
75.9	628.44	0.04	23	0.43	4
77.57	627.73	0.02	17	0.19	4
77.08	625.58	0.01	12	0.08	4
78.08	624.96	0.01	12	0.08	4
76.64	623.92	0.02	15	0.14	4
78.04	622.6	0.03	19	0.26	4
74.39	623.3	0.02	15	0.14	4
73.56	625.32	0.03	18	0.22	4
74.75	621.77	0.02	14	0.11	4
74.3	619.01	0.02	16	0.16	4
76.09	618.57	0.02	15	0.14	4
78.29	619.77	0.03	19	0.26	4
79.18	619.25	0.04	22	0.38	4
79.3	617.35	0.01	13	0.09	4
80.01	616.68	0.02	16	0.16	4
79.88	613.25	0.02	16	0.16	4
78.44	614.05	0.03	21	0.34	4
76.71	615.75	0.03	21	0.34	4
77.05	613.58	0.02	15	0.14	4
78.25	610.83	0.05	26	0.58	4
81.96	622.22	0.01	12	0.08	4
81.86	623.24	0.03	18	0.22	4
80.96	624.75	0.03	18	0.22	4
79.31	627.09	0.01	13	0.09	4
80.58	626.36	0.01	12	0.08	4
82.6	626.65	0.02	15	0.14	4
82.02	629.06	0.03	20	0.3	4
79.81	628.78	0.02	14	0.11	4
82.49	608.98	0.05	24	0.47	4
83.43	611.6	0.02	17	0.19	4
84.16	613.5	0.02	15	0.14	4
85.58	616.13	0.01	12	0.08	4
84.01	622.6	0.03	21	0.34	4
83.82	624.49	0.01	12	0.08	4
84.78	624.38	0.02	16	0.16	4
83.15	629.13	0.02	17	0.19	4
85.11	628.91	0.03	19	0.26	4
86.77	627.36	0.03	20	0.3	4
88.06	628.49	0.03	20	0.3	4
88.9	628.48	0.01	12	0.08	4
88.97	625.86	0.02	14	0.11	4
90.06	626.66	0.01	12	0.08	4
88.74	624.03	0.03	21	0.34	4
86.83	624.25	0.01	12	0.08	4
87.6	621.11	0.03	21	0.34	4
89.47	615.07	0.12	39	1.61	6
89.22	612.33	0.15	44	2.16	6
88.68	607.42	0.01	13	0.09	0
86.87	607.08	0.05	25	0.53	6
93.42	609.72	0.17	46	2.4	6
93.91	617.13	0.12	39	1.61	6
94.59	618.71	0.01	12	0.08	0
99.95	616.2	0.13	40	1.71	6
100.22	620.68	0.01	13	0.09	0
101.32	620.3	0.13	40	1.71	6
101.02	625.47	0.18	48	2.65	6
96.51	626.01	0.01	13	0.09	0
94.96	626.65	0.03	19	0.26	0
117.51	579.49	0.14	42	1.93	4
118.96	583.3	0.05	24	0.47	4
116.75	584.29	0.08	32	0.99	4
118.58	576.51	0.11	37	1.42	4
113.77	576.54	0.07	29	0.77	4
109.4	573.43	0.09	34	1.15	4
110.08	576.56	0.15	43	2.04	4
109.09	581.16	0.02	16	0.16	0
110.27	582.35	0.03	20	0.3	0
112.12	584.08	0.01	13	0.09	0
112.5	586.07	0.38	70	6.15	6
109.69	586.83	0.02	17	0.19	0
105.15	585.27	0.02	16	0.16	0
103.02	584.51	0.02	14	0.11	0
101.87	586.89	0.02	14	0.11	0
97.76	585.76	0.06	27	0.64	0
97.99	587.58	0.02	16	0.16	0
97.63	591.17	0.02	17	0.19	0
94.58	589.43	0.03	19	0.26	0
97.75	592.92	0.02	16	0.16	0
101.08	592.32	0.04	22	0.38	0
94.63	593.9	0.03	18	0.22	0
87.61	592.28	0.05	25	0.53	6
84.97	595.93	0.07	30	0.84	6
85.57	600.52	0.05	26	0.58	6
90.64	598.87	0.17	47	2.52	6
88.66	602.9	0.02	16	0.16	0
94.88	600.06	0.16	45	2.27	6
101.98	596.59	0.02	17	0.19	0
106.26	595.9	0.04	23	0.43	0
109.32	596.9	0.03	18	0.22	0
111.23	593.92	0.03	19	0.26	0
108.28	592.3	0.03	18	0.22	0
108.36	590.4	0.02	17	0.19	0
113.7	589.34	0.02	14	0.11	0
116.38	589.62	0.02	16	0.16	0
117.06	592.69	0.03	20	0.3	0
114.2	595.51	0.01	13	0.09	0
101.2	600.85	0.09	34	1.15	6
84.58	593.94	0.02	14	0.11	0
121.52	581.06	0.04	22	0.38	4
123.51	582.5	0.05	25	0.53	4
120.09	586.94	0.07	29	0.77	4
126.4	584.19	0.11	37	1.42	4
124.06	586.67	0.05	24	0.47	4
128.3	587.11	0.03	19	0.26	4
126.53	591.99	0.13	40	1.71	4
122.45	590.21	0.07	30	0.84	4
121.45	592.57	0.11	37	1.42	4
123.5	595.56	0.09	34	1.15	4
116.5	597.7	0.38	70	6.15	6
130.7	581.75	0.02	17	0.19	4
126.89	581.29	0.03	18	0.22	4
103.07	610.64	0.17	47	2.52	6
106.4	617.53	0.15	43	2.04	6
107.39	617.25	0.01	13	0.09	0
107.97	622.94	0.15	44	2.16	6
112.11	622.01	0.03	21	0.34	0
118.58	618.91	0.01	12	0.08	0
117.87	620.66	0.15	44	2.16	6
118.53	615.92	0.02	14	0.11	0
120.68	618.14	0.03	21	0.34	0
119.39	613.54	0.02	15	0.14	0
121.85	612.07	0.06	27	0.64	0
114.5	613.18	0.03	19	0.26	0
110.79	611.73	0.09	33	1.07	6
115.13	609.17	0.03	21	0.34	0
111.44	606	0.04	23	0.43	0
108.87	605.11	0.02	17	0.19	0
107.36	603.43	0.03	19	0.26	0
111	601.46	0.06	28	0.71	0
113.3	597.38	0.01	12	0.08	0
115.65	600.65	0.02	14	0.11	0
117.7	601.53	0.03	18	0.22	0
114.53	605.16	0.02	16	0.16	0
120.21	604.69	0.02	17	0.19	0
124.72	618.39	0.06	28	0.71	0
126.11	615.85	0.02	15	0.14	0
129.68	616.14	0.06	28	0.71	0
134.66	614.1	0.05	26	0.58	4
134.14	611.72	0.09	33	1.07	4
131.63	609.03	0.06	27	0.64	4
129.51	610.07	0.11	37	1.42	4
129.21	606.37	0.09	33	1.07	4
158.48	609.23	0.12	39	1.61	4
125.38	608.11	0.01	12	0.08	0
125.3	601.98	0.14	42	1.93	4
127.8	601.86	0.05	25	0.53	4
129.31	599.25	0.05	24	0.47	4
127.96	597.28	0.09	33	1.07	4
127.16	595.83	0.06	27	0.64	4
129.75	593.41	0.03	20	0.3	4
132.97	600.28	0.07	29	0.77	4
132.75	605.45	0.05	26	0.58	4
137.58	604.05	0.13	41	1.82	4
138.5	608.13	0.15	44	2.16	4
139.34	614.31	0.09	33	1.07	4
140.46	612.27	0.13	40	1.71	4
142.13	613.51	0.08	31	0.91	4
134.09	582.04	0.15	44	2.16	4
133.85	588.73	0.08	31	0.91	4
131.82	592.08	0.04	23	0.43	4
133.59	592.89	0.06	27	0.64	4
136.59	590.42	0.03	21	0.34	4
134.93	595.27	0.04	22	0.38	4
137.98	595.2	0.03	20	0.3	4
141.57	598.89	0.17	46	2.4	4
142.31	600.19	0.17	46	2.4	4
145.5	603.9	0.15	44	2.16	4
151.16	608.82	0.16	45	2.27	4
155.41	609.66	0.09	34	1.15	5
154.69	606.34	0.08	31	0.91	4
161.7	605.9	0.18	48	2.65	4
175.27	587.52	0.1	36	1.33	4
168.42	601.38	0.07	30	0.84	4
170.06	603.45	0.18	48	2.65	4
178	598.4	0.12	39	1.61	1
183.12	600.06	0.1	35	1.24	5
187.42	599.2	0.24	55	3.62	4
189.93	596.41	0.09	33	1.07	4
193.5	594.57	0.11	37	1.42	4
197.28	597.25	0.13	41	1.82	5
199.23	592.66	0.03	20	0.3	4
193.99	593.83	0.01	13	0.09	3
191.18	592.07	0.17	47	2.52	4
197.34	588.95	0.13	41	1.82	4
198.84	588.11	0.02	16	0.16	4
205.73	590.1	0.02	15	0.14	0
210.58	587.26	0.02	14	0.11	0
197.26	585.96	0.11	38	1.51	4
195.65	585.76	0.09	33	1.07	4
191.14	587.19	0.09	33	1.07	4
186.98	584.07	0.25	56	3.77	4
185.03	587.6	0.18	48	2.65	4
183.68	591.05	0.08	31	0.91	5
184.8	593.07	0.08	31	0.91	4
187.74	593.93	0.01	12	0.08	0
180.21	593.79	0.03	19	0.26	0
178.67	592.88	0.08	31	0.91	0
171.4	586.97	0.09	33	1.07	5
179.28	588.06	0.02	16	0.16	5
181.01	586.95	0.06	28	0.71	5
173.94	588.68	0.15	44	2.16	4
174.05	591.97	0.05	25	0.53	4
170.14	594.18	0.19	49	2.78	4
171.52	591.91	0.1	35	1.24	4
164.82	594.53	0.05	26	0.58	4
165.24	597.8	0.12	39	1.61	4
163.14	597.04	0.09	34	1.15	4
160.96	599.21	0.07	30	0.84	4
159.25	599.47	0.08	32	0.99	4
155.63	599.76	0.08	32	0.99	4
155.4	596.96	0.05	25	0.53	4
153.7	600.04	0.07	30	0.84	4
149.17	601.35	0.17	46	2.4	4
150.13	597.81	0.15	44	2.16	4
146.6	593.05	0.15	44	2.16	4
143.8	591	0.02	14	0.11	0
142.17	589.72	0.09	34	1.15	0
142.39	584.89	0.01	12	0.08	0
140.7	582.91	0.07	29	0.77	0
143.47	583.67	0.07	30	0.84	0
146.78	585.57	0.09	33	1.07	0
149.17	586.41	0.17	47	2.52	4
152.84	591.16	0.11	38	1.51	4
155.29	586.91	0.08	32	0.99	4
157.66	587.47	0.06	28	0.71	4
158.27	592.19	0.09	34	1.15	0
159.56	593.89	0.08	32	0.99	0
162.17	591.34	0.08	32	0.99	4
162.88	584.84	0.09	34	1.15	4
164.55	584.27	0.14	42	1.93	4
168.46	584.56	0.07	29	0.77	4
169.98	586.7	0.12	39	1.61	4
