PLOT_ID2	XCOORD	YCOORD	BC_91BAREA	BC_02BAREA	BE_91BAREA	BE_02BAREA	BF_91BAREA	BF_02BAREA	EH_91BAREA	EH_02BAREA	LA_91BAREA	LA_02BAREA	PB_91BAREA	PB_02BAREA	PC_91BAREA	PC_02BAREA	RM_91BAREA	RM_02BAREA	RO_91BAREA	RO_02BAREA	RP_91BAREA	RP_02BAREA	RS_91BAREA	RS_02BAREA	SM_91BAREA	SM_02BAREA	WA_91BAREA	WA_02BAREA	WP_91BAREA	WP_02BAREA	YB_91BAREA	YB_02BAREA	BAREA91_TOT	BAREA02_TOT	BOLE91_KGH	BOLE02_KGH	BRANCH91_KGH	BRANCH02_KGH	FOLIAGE91_KGH	FOLIAGE02_KGH	WOOD91_KGH	WOOD02_KGH	ALLBIO91_KGH	ALLBIO02_KGH	BC_91BOLE	BC_02BOLE	BC_91BRANC	BC_02BRANC	BC_91FOLIA	BC_02FOLIA	BC_91WOOD	BC_02WOOD	BC_91ALLBI	BC_02ALLBI	BE_91BOLE	BE_02BOLE	BE_91BRANC	BE_02BRANC	BE_91FOLIA	BE_02FOLIA	BE_91WOOD	BE_02WOOD	BE_91ALLBI	BE_02ALLBI	BF_91BOLE	BF_02BOLE	BF_91BRANC	BF_02BRANC	BF_91FOLIA	BF_02FOLIA	BF_91WOOD	BF_02WOOD	BF_91ALLBI	BF_02ALLBI	EH_91BOLE	EH_02BOLE	EH_91BRANC	EH_02BRANC	EH_91FOLIA	EH_02FOLIA	EH_91WOOD	EH_02WOOD	EH_91ALLBI	EH_02ALLBI	LA_91BOLE	LA_02BOLE	LA_91BRANC	LA_02BRANC	LA_91FOLIA	LA_02FOLIA	LA_91WOOD	LA_02WOOD	LA_91ALLBI	LA_02ALLBI	PB_91BOLE	PB_02BOLE	PB_91BRANC	PB_02BRANC	PB_91FOLIA	PB_02FOLIA	PB_91WOOD	PB_02WOOD	PB_91ALLBI	PB_02ALLBI	PC_91BOLE	PC_02BOLE	PC_91BRANC	PC_02BRANC	PC_91FOLIA	PC_02FOLIA	PC_91WOOD	PC_02WOOD	PC_91ALLBI	PC_02ALLBI	RM_91BOLE	RM_02BOLE	RM_91BRANC	RM_02BRANC	RM_91FOLIA	RM_02FOLIA	RM_91WOOD	RM_02WOOD	RM_91ALLBI	RM_02ALLBI	RO_91BOLE	RO_02BOLE	RO_91BRANC	RO_02BRANC	RO_91FOLIA	RO_02FOLIA	RO_91WOOD	RO_02WOOD	RO_91ALLBI	RO_02ALLBI	RP_91BOLE	RP_02BOLE	RP_91BRANC	RP_02BRANC	RP_91FOLIA	RP_02FOLIA	RP_91WOOD	RP_02WOOD	RP_91ALLBI	RP_02ALLBI	RS_91BOLE	RS_02BOLE	RS_91BRANC	RS_02BRANC	RS_91FOLIA	RS_02FOLIA	RS_91WOOD	RS_02WOOD	RS_91ALLBI	RS_02ALLBI	SM_91BOLE	SM_02BOLE	SM_91BRANC	SM_02BRANC	SM_91FOLIA	SM_02FOLIA	SM_91WOOD	SM_02WOOD	SM_91ALLBI	SM_02ALLBI	WA_91BOLE	WA_02BOLE	WA_91BRANC	WA_02BRANC	WA_91FOLIA	WA_02FOLIA	WA_91WOOD	WA_02WOOD	WA_91ALLBI	WA_02ALLBI	WP_91BOLE	WP_02BOLE	WP_91BRANC	WP_02BRANC	WP_91FOLIA	WP_02FOLIA	WP_91WOOD	WP_02WOOD	WP_91ALLBI	WP_02ALLBI	YB_91BOLE	YB_02BOLE	YB_91BRANC	YB_02BRANC	YB_91FOLIA	YB_02FOLIA	YB_91WOOD	YB_02WOOD	YB_91ALLBI	YB_02ALLBI	XUTM	YUTM	ELEV	SLOPE	SPR_02_TC1	SPR_02_TC2	SPR_02_TC3	SUM_02_TC1	SUM_02_TC2	SUM_02_TC3	FALL_02_TC1	FALL_02_TC2	FALL_02_TC3
28M	1082793.5	566740.5625	0	0	0.25	0.26	0	0	0.27	0.31	0	0	0	0	0	0	0.36	0.32	0	0	0	0	0.04	0.03	0	0	0	0	0	0	0.07	0.08	39.01	43.06	166810.19	184393.89	45382.33	51174.53	9366.89	10393.49	212192.51	235568.42	221559.41	245961.92	0	0	0	0	0	0	0	0	0	0	0.32	0.34	0.43	0.45	0.2	0.2	0.34	0.36	0.34	0.36	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0.19	0.21	0.48	0.51	0.15	0.17	0.16	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0.39	0.3	0.26	0.23	0.2	0.41	0.36	0.4	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.01	0.01	0.04	0.03	0.02	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.1	0.06	0.07	0.05	0.06	0.08	0.09	0.08	0.09	1950836.38	2595417.5	302	1	52	121	116	84	144	114	60	116	116
28N	1082667.5	567040.125	0	0	0.23	0.25	0	0	0.26	0.26	0	0	0	0	0	0	0.2	0.21	0	0	0	0	0.01	0.01	0.06	0.05	0.12	0.11	0	0	0.11	0.09	46.39	52.61	245173.55	276638.48	56828.5	65552.55	10551.51	11637.58	302002.05	342191.02	312553.56	353828.6	0	0	0	0	0	0	0	0	0	0	0.24	0.27	0.39	0.41	0.19	0.21	0.27	0.29	0.27	0.29	0	0	0	0	0	0	0	0	0	0	0.11	0.12	0.17	0.16	0.41	0.41	0.12	0.12	0.13	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.23	0.17	0.18	0.13	0.15	0.21	0.22	0.2	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.08	0.07	0.05	0.04	0.13	0.11	0.08	0.07	0.08	0.07	0.2	0.2	0.11	0.11	0.04	0.04	0.18	0.18	0.18	0.18	0	0	0	0	0	0	0	0	0	0	0.14	0.11	0.11	0.09	0.09	0.07	0.14	0.11	0.14	0.11	1950776.13	2595496.5	299	1	57	124	117	86	149	113	73	117	107
28O	1082724.875	567378.375	0	0	0.05	0.06	0	0	0.67	0.67	0	0	0	0	0	0	0.15	0.16	0	0	0	0	0.01	0.01	0.01	0.01	0.09	0.08	0	0	0.01	0.01	48.26	52.64	172510.54	189007.44	42952.31	47123.63	13342.48	14242.87	215462.85	236131.06	228805.33	250373.93	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.1	0.11	0.04	0.04	0.07	0.08	0.07	0.08	0	0	0	0	0	0	0	0	0	0	0.43	0.43	0.58	0.57	0.82	0.82	0.46	0.46	0.48	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.25	0.17	0.19	0.08	0.09	0.21	0.24	0.21	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0	0.01	0.01	0.02	0.01	0.02	0.01	0.23	0.22	0.11	0.11	0.02	0.02	0.21	0.2	0.19	0.19	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	1950766.88	2595601	297	1	55	126	116	85	146	114	76	116	101
28P	1082642.25	567705.625	0	0	0.24	0.25	0	0	0.1	0.12	0	0	0.04	0.04	0	0	0.48	0.45	0	0	0	0	0.01	0	0	0	0	0	0	0	0.12	0.13	36.93	40.23	175496.92	193868.95	43098.42	48363.5	7852.32	8668.07	218595.34	242232.45	226447.65	250900.51	0	0	0	0	0	0	0	0	0	0	0.25	0.27	0.39	0.4	0.22	0.23	0.28	0.29	0.28	0.29	0	0	0	0	0	0	0	0	0	0	0.04	0.05	0.07	0.08	0.27	0.29	0.05	0.06	0.06	0.07	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.03	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.52	0.5	0.4	0.37	0.35	0.32	0.5	0.47	0.49	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.15	0.11	0.12	0.11	0.11	0.13	0.14	0.13	0.14	1950717.25	2595691.5	295	1	64	114	101	101	162	108	77	116	107
28Q	1082639.25	568022.25	0	0	0.26	0.21	0	0	0.16	0.19	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0.01	0	0.04	0.08	0.03	0.03	0	0	0.19	0.19	41.37	42.89	216233.1	218886.1	53836.23	52094.66	9088.32	9919.92	270069.34	270980.76	279157.66	280900.69	0	0	0	0	0	0	0	0	0	0	0.3	0.23	0.44	0.35	0.22	0.17	0.32	0.25	0.32	0.25	0	0	0	0	0	0	0	0	0	0	0.07	0.08	0.1	0.12	0.31	0.33	0.07	0.09	0.08	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.32	0.24	0.25	0.21	0.19	0.3	0.31	0.29	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.05	0.1	0.03	0.05	0.08	0.13	0.05	0.09	0.05	0.09	0.05	0.05	0.03	0.02	0.01	0.01	0.05	0.04	0.05	0.04	0	0	0	0	0	0	0	0	0	0	0.21	0.23	0.17	0.19	0.16	0.15	0.2	0.22	0.2	0.22	1950691.88	2595785	293	2	61	121	110	92	156	111	63	112	111
28R	1082737	568376.6875	0	0	0.15	0.16	0	0	0.59	0.6	0	0	0	0	0	0	0.18	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.07	50.76	54.06	182849.05	196053.34	53784.18	57892	14400.71	14976.23	236633.23	253945.34	251033.94	268921.57	0	0	0	0	0	0	0	0	0	0	0.27	0.29	0.34	0.35	0.09	0.1	0.29	0.3	0.28	0.29	0	0	0	0	0	0	0	0	0	0	0.37	0.37	0.43	0.43	0.75	0.76	0.38	0.39	0.4	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.24	0.15	0.15	0.1	0.1	0.22	0.22	0.22	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.1	0.08	0.07	0.05	0.04	0.11	0.09	0.1	0.09	1950693.25	2595897.25	284	3	55	124	117	90	150	111	55	119	119
28S	1082710.5	568692.5625	0	0	0.05	0.07	0.05	0.06	0.13	0.16	0	0	0.15	0.12	0	0	0.5	0.46	0	0	0	0	0.03	0.03	0.07	0.07	0	0	0	0	0.02	0.02	33.19	38.46	134734.18	155823.87	26489.34	31971.16	7698.55	9124.57	161223.53	187795.03	168922.08	196919.61	0	0	0	0	0	0	0	0	0	0	0.05	0.07	0.09	0.14	0.05	0.07	0.05	0.09	0.05	0.08	0.03	0.04	0.01	0.01	0.07	0.09	0.02	0.03	0.03	0.04	0.07	0.09	0.13	0.16	0.26	0.29	0.08	0.1	0.09	0.11	0	0	0	0	0	0	0	0	0	0	0.17	0.14	0.14	0.11	0.15	0.12	0.16	0.13	0.16	0.13	0	0	0	0	0	0	0	0	0	0	0.56	0.54	0.52	0.48	0.34	0.3	0.56	0.53	0.55	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.01	0.09	0.09	0.07	0.06	0.1	0.09	0.09	0.08	0.09	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.03	0.01	0.02	0.02	0.02	0.02	0.02	1950661	2595988.75	280	1	58	110	106	93	151	110	50	107	121
28U	1082684.25	569243.125	0	0	0.24	0.24	0	0	0.06	0.07	0	0	0.03	0.02	0	0	0.57	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	32.61	40.19	153361.71	195412.94	36222.35	46067.5	6179.97	7474.89	189584.06	241480.44	195764.03	248955.34	0	0	0	0	0	0	0	0	0	0	0.22	0.22	0.36	0.35	0.26	0.25	0.25	0.24	0.25	0.24	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.05	0.05	0.15	0.15	0.03	0.03	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.02	0.01	0.03	0.03	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.62	0.62	0.49	0.49	0.47	0.47	0.59	0.59	0.59	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0.09	0.1	0.09	0.1	0.1	0.11	0.1	0.11	1950610.75	2596149.75	276	4	74	115	89	100	143	102	74	117	106
28V	1082681.125	569684.5625	0	0	0.46	0.49	0	0	0.01	0.01	0.03	0.03	0.18	0.16	0	0	0.27	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.04	31.66	37.14	151041.42	183429.65	42269.64	52334.55	6215.61	7193.5	193311.05	235764.2	199526.66	242957.7	0	0	0	0	0	0	0	0	0	0	0.46	0.5	0.62	0.66	0.46	0.49	0.5	0.54	0.5	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.01	0.01	0.04	0.03	0.05	0.05	0.02	0.01	0.02	0.02	0.18	0.15	0.11	0.09	0.21	0.18	0.17	0.14	0.17	0.14	0	0	0	0	0	0	0	0	0	0	0.29	0.29	0.19	0.19	0.21	0.21	0.27	0.26	0.27	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.04	0.03	0.04	0.04	0.05	0.05	0.05	0.05	1950575.75	2596280	274	3	65	120	98	97	156	107	76	112	106
28W	1082569.375	570020.625	0	0	0.36	0.37	0	0	0.01	0.01	0.01	0.01	0.16	0.09	0	0	0.41	0.4	0	0	0	0	0.02	0.02	0.01	0.01	0	0	0	0	0.01	0.08	31.07	35	149759.6	180074.31	38835.09	46288.83	5655	6359.76	188594.69	226363.15	194249.69	232722.9	0	0	0	0	0	0	0	0	0	0	0.39	0.38	0.56	0.55	0.37	0.38	0.43	0.42	0.43	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0	0	0	0	0.01	0.01	0.01	0.02	0.03	0	0.01	0.01	0.01	0.16	0.08	0.11	0.05	0.19	0.12	0.15	0.08	0.15	0.08	0	0	0	0	0	0	0	0	0	0	0.4	0.37	0.28	0.27	0.35	0.34	0.38	0.35	0.38	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.02	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.13	0.01	0.09	0.01	0.08	0.01	0.12	0.01	0.12	1950516.88	2596371	270	1	76	115	86	100	162	108	78	115	106
28X	1082680.75	570344.3125	0	0	0.18	0.21	0.01	0.01	0	0	0	0	0.29	0.27	0	0	0.43	0.42	0	0	0	0	0.04	0.04	0.04	0.04	0	0	0	0	0	0	29.24	33.12	134699.01	158999.38	29068.86	35731.74	5591.51	6304.6	163767.87	194731.13	169359.38	201035.73	0	0	0	0	0	0	0	0	0	0	0.22	0.27	0.38	0.44	0.17	0.21	0.25	0.3	0.25	0.3	0.01	0.01	0	0	0.02	0.02	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.27	0.23	0.2	0.35	0.33	0.28	0.25	0.29	0.26	0	0	0	0	0	0	0	0	0	0	0.41	0.39	0.34	0.32	0.36	0.34	0.4	0.38	0.4	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.03	0.04	0.02	0.02	0.02	0.02	0.04	0.04	0.03	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1950524.63	2596475.25	268	3	70	113	93	97	161	109	73	112	108
28Y	1082670	570650.875	0	0	0.17	0.18	0	0	0.04	0.04	0	0	0.08	0.13	0	0	0.4	0.4	0	0	0	0	0	0	0.13	0.09	0.12	0.11	0	0	0.04	0.03	36.29	46.07	193456.14	247115.89	38431.69	50808.82	6988.14	8583.94	231887.82	297924.72	238875.96	306508.65	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0.28	0.3	0.17	0.19	0.17	0.19	0.17	0.19	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.03	0.03	0.1	0.1	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.08	0.12	0.07	0.11	0.09	0.14	0.08	0.12	0.08	0.12	0	0	0	0	0	0	0	0	0	0	0.39	0.4	0.37	0.36	0.32	0.33	0.38	0.39	0.38	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.09	0.09	0.06	0.22	0.15	0.12	0.08	0.13	0.08	0.19	0.16	0.12	0.1	0.05	0.05	0.17	0.15	0.17	0.15	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.04	1950497.75	2596565.25	261	3	70	113	93	96	157	109	74	109	109
28Z	1082658.375	570990.1875	0	0	0.08	0.09	0	0	0.01	0.01	0.06	0.07	0.01	0.01	0	0	0.52	0.51	0	0	0	0	0	0	0.18	0.19	0.01	0.01	0	0	0.12	0.11	34.75	41.88	168409.21	207583.84	35433.07	44479.89	7166.24	9010.26	203842.28	252063.73	211008.52	261074	0	0	0	0	0	0	0	0	0	0	0.07	0.08	0.12	0.14	0.08	0.09	0.08	0.09	0.08	0.09	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.02	0.03	0	0.01	0	0.01	0.03	0.03	0.11	0.12	0.11	0.11	0.04	0.04	0.04	0.05	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.54	0.53	0.48	0.46	0.39	0.36	0.53	0.52	0.52	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.21	0.13	0.14	0.28	0.3	0.19	0.2	0.19	0.2	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.14	0.12	0.13	0.11	0.11	0.09	0.14	0.12	0.14	0.12	1950468.13	2596664.75	255	4	67	114	93	99	163	108	75	115	110
2J	1074332.125	565554.0625	0	0	0.38	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.13	0.46	0.35	0	0	0	0	0.04	0.05	36.04	38.12	197183.38	202657.3	44904.37	51702.06	10413.74	9782.71	242087.74	254359.36	252501.48	264142.07	0	0	0	0	0	0	0	0	0	0	0.35	0.45	0.57	0.66	0.25	0.35	0.39	0.5	0.38	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.07	0.07	0.05	0.06	0.06	0.06	0.06	0.06	0.55	0.41	0.32	0.21	0.67	0.55	0.51	0.37	0.51	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.07	0.04	0.05	0.03	0.04	0.04	0.06	0.04	0.06	1948441.38	2594417	794	21	75	99	77	83	137	98	49	118	125
30AA	1083373.75	571367.875	0	0	0.43	0.43	0	0	0.05	0.06	0.04	0.04	0.26	0.24	0	0	0.06	0.07	0	0	0	0	0.14	0.13	0	0	0	0	0.01	0.01	0	0	34.66	40.47	143930.95	169911.04	42656.94	50763.67	7431.65	8646.59	186587.9	220674.71	194019.55	229321.3	0	0	0	0	0	0	0	0	0	0	0.53	0.54	0.67	0.67	0.38	0.38	0.56	0.57	0.55	0.56	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.03	0.04	0.09	0.11	0.03	0.03	0.03	0.04	0.02	0.02	0.05	0.05	0.06	0.07	0.03	0.03	0.03	0.03	0.27	0.26	0.15	0.14	0.29	0.28	0.24	0.23	0.25	0.24	0	0	0	0	0	0	0	0	0	0	0.06	0.07	0.04	0.04	0.05	0.05	0.06	0.06	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.07	0.06	0.06	0.11	0.1	0.07	0.07	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	1950649.25	2596831.5	255	3	75	121	92	94	161	110	77	113	101
30AB	1083344.625	571639.375	0	0	0.4	0.39	0	0	0.01	0.02	0.02	0.05	0.28	0.25	0	0	0.19	0.17	0	0	0	0	0.01	0.02	0.04	0.04	0	0	0.04	0.05	0	0	30.69	34.79	140299.69	157539.52	37148.57	42928.54	6186.46	7149.99	177448.26	200468.06	183634.72	207618.06	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0.63	0.61	0.38	0.37	0.49	0.48	0.48	0.48	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.02	0.04	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.05	0.03	0.08	0.01	0.03	0.01	0.03	0.28	0.26	0.17	0.15	0.34	0.3	0.26	0.23	0.26	0.24	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0.12	0.12	0.15	0.13	0.17	0.17	0.17	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.04	0.02	0.02	0.04	0.04	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0.01	0.01	0.02	0.03	0.02	0.03	0.02	0.03	0	0	0	0	0	0	0	0	0	0	1950619.63	2596909.5	247	6	66	118	103	98	164	107	63	111	115
30AC	1083363	572050.3125	0	0	0.08	0.1	0.08	0.09	0	0	0.21	0.21	0.11	0.12	0	0	0.4	0.35	0	0	0	0	0.02	0.02	0.03	0.02	0.01	0.03	0.04	0.05	0	0	32.22	38.42	116083.33	145960.34	27283.05	34973.19	7313.85	8843.06	143366.38	180933.53	150680.24	189776.58	0	0	0	0	0	0	0	0	0	0	0.09	0.12	0.15	0.18	0.07	0.09	0.1	0.13	0.1	0.13	0.06	0.07	0.02	0.03	0.15	0.17	0.06	0.06	0.06	0.07	0	0	0	0	0	0	0	0	0	0	0.11	0.1	0.29	0.3	0.3	0.29	0.14	0.14	0.15	0.15	0.14	0.15	0.1	0.1	0.12	0.13	0.13	0.14	0.13	0.14	0	0	0	0	0	0	0	0	0	0	0.49	0.41	0.37	0.3	0.28	0.24	0.47	0.39	0.46	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0.01	0.06	0	0.03	0	0.01	0.01	0.06	0.01	0.06	0.04	0.05	0.02	0.02	0.02	0.03	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	1950593.25	2597032.5	239	3	55	121	116	87	150	113	66	115	116
30AD	1083346.125	572225.375	0	0	0.03	0.05	0.08	0.09	0	0	0.02	0.02	0.19	0.16	0	0	0.5	0.47	0.01	0.01	0	0	0.12	0.13	0	0	0	0	0.03	0.05	0	0	37.12	44.21	153260.4	182480.98	28835.43	34974.93	7248.93	8754.57	182095.83	217455.91	189344.76	226210.48	0	0	0	0	0	0	0	0	0	0	0.03	0.05	0.06	0.1	0.04	0.05	0.04	0.06	0.04	0.06	0.05	0.06	0.02	0.03	0.15	0.18	0.04	0.05	0.05	0.06	0	0	0	0	0.01	0.01	0	0	0	0	0.01	0.01	0.04	0.04	0.03	0.03	0.01	0.01	0.01	0.01	0.22	0.19	0.19	0.16	0.22	0.19	0.21	0.18	0.21	0.18	0	0	0	0	0	0	0	0	0	0	0.58	0.55	0.56	0.53	0.4	0.36	0.57	0.55	0.57	0.54	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.08	0.09	0.11	0.11	0.07	0.07	0.07	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0	0	0	0	0	0	0	0	0	0	1950574.75	2597083	237	3	60	123	113	87	151	114	64	118	120
30AE	1083329	572663	0	0	0.01	0.01	0.01	0.01	0.11	0.14	0.04	0.04	0.16	0.14	0	0	0.04	0.04	0	0	0	0	0.54	0.54	0	0	0	0	0.09	0.09	0	0	38.69	41.69	104649	113395.36	23862.98	26219.81	7946.15	8604.88	128511.98	139615.17	136458.13	148220.05	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.09	0.11	0.15	0.18	0.21	0.25	0.1	0.13	0.11	0.13	0.03	0.03	0.09	0.08	0.07	0.06	0.04	0.04	0.04	0.04	0.25	0.21	0.17	0.14	0.2	0.17	0.23	0.2	0.23	0.2	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.04	0.04	0.03	0.03	0.06	0.06	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.46	0.49	0.48	0.41	0.4	0.47	0.47	0.47	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.1	0.05	0.05	0.06	0.06	0.08	0.09	0.08	0.09	0	0	0	0	0	0	0	0	0	0	1950535.88	2597211.25	229	2	52	120	116	72	133	119	55	119	124
