Tree_ID;Species;DBH_cm;Live_dead;Stump;North_m;East_m;ELEV_m;Tree_height_m;Crown_depth_m;Mean_crown_radius_m_from_center;Crown_radius_north_m_from_center;Crown_radius_east_m_from_center;Crown_radius_west_m_from_center;Crown_radius_south_m_from_center
1295;DF;104;L;;57.15;139.83;1108.63;47.94;35.1;2.8;2.61;1.92;3.52;3.14
1297;WH;41.4;L;;57.41;133.8;1108.54;21.1;20.51;3.66;0.23;4.12;3.71;6.58
1298;WH;64.1;L;;59.87;133.5;1108.72;40.13;35.53;4.91;6.45;4.93;3.99;4.27
1300;SF;63.8;L;;63.8;128.2;1108.82;43.74;30.62;2.54;2.81;2.13;2.26;2.97
1301;DF;60.2;L;;65.21;135.32;1108.86;44.99;20.86;2.58;3.41;2.09;2.49;2.34
1312;WH;29.4;L;;74.32;123.21;1108.61;23.69;20.12;2.63;2.11;3.22;2.36;2.82
1314;WH;76.3;L;;49.52;122.32;1108.38;49.7;45.14;3.73;3.5;2.25;3.88;5.28
1315;DF;70.4;L;;52.01;119.97;1108.35;43.9;12.27;2.57;3.15;2.16;2.95;2.03
1317;WH;59.1;L;;52.3;125.78;1108.31;39.86;39.1;3.67;3.67;4.82;2.05;4.13
1319;WH;32.5;L;;62.75;127.11;1108.67;18.83;14.67;2.81;4.03;1.54;2.55;3.14
1323;WH;88.2;L;;62.54;117.7;1108.7;49.28;35.39;4.51;4.18;4.89;3.77;5.22
1326;DF;137.7;L;;70.25;116.4;1108.84;49.92;22.44;4.23;4.1;4.66;3.36;4.79
1332;DF;90.9;L;;61.07;112.37;1108.64;47.19;28.31;3.05;3.73;2.51;3.33;2.64
1335;DF;88.5;L;;57.54;105.95;1108.55;46.87;15.47;2.38;2.6;2.17;2.42;2.34
1338;DF;100.3;L;;49.7;105.74;1107.92;48.15;39.36;2.38;1.8;2.01;2.82;2.9
1342;WH;91.1;L;;48.25;112.64;1108.44;47.2;45.01;4.97;5.25;4.79;5.37;4.46
1343;DF;95.2;L;;46.01;112.33;1108.15;49.23;25.33;2.36;1.54;1.74;2.78;3.39
1344;DF;69.3;L;;43.95;108.33;1107.71;47.2;38.99;1.56;1.56;1.66;1.64;1.36
1345;DF;74.8;L;;42.59;109.43;1108.11;48.99;34.34;2.51;1.47;2.13;2.03;4.4
1346;SF;47.2;L;;47.87;100.04;1107.52;37.82;33.1;2.41;2.06;2.87;1.93;2.77
1374;SF;32.8;L;;38.86;90.53;1107.07;23.7;7.97;1.39;2.13;1.83;0.89;0.71
1377;SF;31.7;L;;41.78;93.84;1107.32;22.34;15.05;1.55;1.07;1.37;1.75;2.01
1380;DF;73;L;;47.32;93.92;1107.74;44.46;15.44;2.27;2.38;2;3.12;1.57
1396;DF;85.7;L;;46.85;78.84;1107.29;48.41;26.6;2.73;3.11;3.51;2.04;2.24
1402;DF;107.2;L;;40.04;84.36;1107.13;55.17;27.59;2.69;4.22;2.9;2.9;0.76
1403;DF;118.3;L;;37.94;83.79;1107.2;57.27;45.36;2.58;0.89;2.61;3.02;3.81
1409;SF;20.1;L;;41.88;73.3;1106.81;14.51;8.27;1.5;1.42;1.22;1.47;1.9
1410;DF;71.5;L;;41.45;76.04;1106.9;45.48;15.16;2.24;2;1.49;2.66;2.81
1412;SF;25.7;L;;48.38;74.29;1107.16;15.57;8.82;1.21;2.16;0.13;2.44;0.13
1423;SF;47.8;L;;38.07;70.72;1106.5;29.61;29.61;2.21;2.29;2.26;2.06;2.24
1424;DF;111.1;L;;36.41;65.82;1106;50.74;39.86;3.26;1.49;4.46;3.19;3.93
1425;SF;32.5;L;;37.33;62.81;1105.48;21.55;17.02;1.99;0.57;1.69;2.68;3.04
1428;SF;59.3;L;;42.74;61.16;1105.83;33;20.15;2.42;2.68;3.03;1.94;2.02
1433;DF;62.5;L;;51.71;61.86;1106.6;42.96;21.29;2.03;2.03;1.27;2.08;2.76
1437;SF;21.3;L;;53.82;62.46;1106.51;22.05;13.1;1.43;1.76;1.68;1.15;1.15
1439;SF;43.5;L;;52.98;57.29;1106.41;32.67;21.38;1.91;2.59;2.39;1.65;0.99
1442;DF;100.7;L;;45.07;52.28;1105.44;51.19;23.23;3.23;3.32;3.25;3.25;3.09
1444;DF;120.5;L;;39.3;59.1;1105.17;56.02;36.36;3.11;2.34;3.53;3.53;3.02
1456;SF;54.4;L;;40.59;47.78;1104.01;35.57;22.87;2.59;2.91;3.08;2.17;2.2
1480;WH;95.7;L;;193.17;291.67;1111.43;46.12;43.13;3.03;3.2;2.56;3.6;2.76
1522;WH;27.5;L;;210.11;316.41;1107.61;15.8;11.2;2.05;3.1;1.73;2.01;1.37
1555;WH;33.7;L;;181.09;222.63;1111.8;19.22;11.88;2.14;2.86;1.74;2.04;1.94
1571;SF;13.1;L;;177.4;201.51;1110.78;13.66;10.99;1.67;0.74;3.03;0.62;2.27
1577;SF;26.4;L;;168.64;200.35;1111.56;23.85;9.21;1.3;1.3;0.94;2.42;0.54
1580;SF;49.1;L;;176.07;195.89;1110.57;38.18;21.92;1.7;1.87;1.57;2.05;1.31
1594;SF;48;L;;172.46;184.44;1108.49;38.54;25.69;2.09;1.51;2.4;2.12;2.3
1649;WH;48.5;L;;155.07;128.18;1106.58;29.73;23.78;3.4;6.55;2.87;2.99;1.19
4;SF;25.4;L;;80.79;225.09;1112.6;20.95;12.04;1.47;NA;NA;NA;NA
6;SF;21.2;L;;84.67;223.4;1113.2;17.72;10.22;1.4;NA;NA;NA;NA
7;WH;48.7;L;;85.24;224.51;1113.16;32.08;23.1;2.76;NA;NA;NA;NA
8;WH;20.2;L;;83.19;226.39;1113.1;12.85;9.73;1.88;NA;NA;NA;NA
13;WH;28.4;L;;101.42;214.75;1113.15;18.38;13.58;2.13;NA;NA;NA;NA
14;SF;13.1;L;;94.17;213.1;1112.6;11.5;6.73;1.26;NA;NA;NA;NA
15;SF;10.6;L;;91.72;213.75;1112.73;9.58;5.65;1.22;NA;NA;NA;NA
19;SF;18.6;L;;102.11;227.04;1113.09;15.72;9.1;1.36;NA;NA;NA;NA
23;WH;26.5;L;;104.66;230.63;1113.44;17.1;12.69;2.07;NA;NA;NA;NA
25;WH;30;L;;108.93;231.23;1113.52;19.46;14.33;2.18;NA;NA;NA;NA
34;WH;28.5;L;;93.66;235.4;1113.23;18.45;13.63;2.14;NA;NA;NA;NA
35;WH;27.3;L;;88.1;237;1113;17.64;13.06;2.1;NA;NA;NA;NA
36;WH;21.3;L;;88.58;238.2;1112.93;13.59;10.25;1.91;NA;NA;NA;NA
37;WH;28.4;L;;87.72;239.21;1113.27;18.38;13.58;2.13;NA;NA;NA;NA
105;SF;19.6;L;;167.32;210.79;1112.35;16.49;9.53;1.37;NA;NA;NA;NA
144;SF;12.5;L;;178.89;246.56;1111.69;11.04;6.47;1.25;NA;NA;NA;NA
257;WH;26;L;;181.11;256.84;1111.89;16.76;12.45;2.06;NA;NA;NA;NA
262;WH;18.9;L;;188.91;274.89;1111.61;11.97;9.13;1.84;NA;NA;NA;NA
336;SF;44.8;L;;151.52;161.44;1106.94;35.85;20.41;1.81;NA;NA;NA;NA
337;SF;16.2;L;;153.92;167.92;1106.68;13.88;8.07;1.31;NA;NA;NA;NA
346;SF;17.4;L;;156.95;180.51;1108.54;14.8;8.59;1.33;NA;NA;NA;NA
347;SF;21.2;L;;158.33;182.21;1108.93;17.72;10.22;1.4;NA;NA;NA;NA
354;SF;12;L;;161.31;186.51;1109.79;10.66;6.26;1.24;NA;NA;NA;NA
355;SF;30.6;L;;161.58;188.79;1110.07;24.94;14.28;1.56;NA;NA;NA;NA
391;SF;19.3;L;;146.63;148.59;1108.31;16.26;9.4;1.37;NA;NA;NA;NA
392;SF;21;L;;149.25;151.53;1107.59;17.57;10.14;1.4;NA;NA;NA;NA
393;SF;10.5;L;;150.56;153.57;1107.55;9.5;5.61;1.21;NA;NA;NA;NA
394;SF;21.6;L;;149.09;156.6;1107.67;18.03;10.4;1.41;NA;NA;NA;NA
535;SF;15;L;;135.71;109.7;1109.8;12.96;7.55;1.29;NA;NA;NA;NA
540;SF;29.6;L;;136.86;117.93;1109.86;24.17;13.85;1.55;NA;NA;NA;NA
541;SF;24.3;L;;139.8;118.52;1109.55;20.1;11.56;1.45;NA;NA;NA;NA
542;SF;11.8;L;;138.89;119.75;1109.79;10.5;6.17;1.24;NA;NA;NA;NA
546;SF;23.2;L;;141.92;126.62;1109.7;19.26;11.09;1.44;NA;NA;NA;NA
547;WH;11.5;L;;141.1;126.95;1109.59;6.98;5.66;1.61;NA;NA;NA;NA
714;SF;36.2;L;;122.72;73.72;1106.7;29.24;16.7;1.66;NA;NA;NA;NA
715;SF;10.4;L;;122.01;73.02;1106.7;9.43;5.57;1.21;NA;NA;NA;NA
716;SF;12.8;L;;121.19;70.36;1106.7;11.27;6.6;1.25;NA;NA;NA;NA
771;SF;17.1;L;;85.57;54.69;1106.7;14.57;8.46;1.33;NA;NA;NA;NA
773;SF;15.6;L;;88.83;49.37;1106.7;13.42;7.81;1.3;NA;NA;NA;NA
777;SF;15.4;L;;91.71;51.44;1106.7;13.27;7.72;1.3;NA;NA;NA;NA
778;SF;35.8;L;;93.44;49.21;1106.7;28.93;16.52;1.65;NA;NA;NA;NA
779;SF;31.4;L;;95.9;47.61;1106.7;25.55;14.62;1.58;NA;NA;NA;NA
780;SF;37.2;L;;97.88;50.05;1106.7;30.01;17.13;1.68;NA;NA;NA;NA
781;SF;11.8;L;;101.16;44.37;1106.7;10.5;6.17;1.24;NA;NA;NA;NA
782;SF;10.3;L;;101.99;46.55;1106.7;9.35;5.52;1.21;NA;NA;NA;NA
783;SF;14.7;L;;103.57;43.08;1106.7;12.73;7.42;1.29;NA;NA;NA;NA
784;SF;10.1;L;;108.71;41.19;1106.7;9.2;5.44;1.21;NA;NA;NA;NA
785;WH;11.6;L;;110.09;42.64;1106.7;7.04;5.7;1.61;NA;NA;NA;NA
786;DF;40.5;L;;110.54;41.5;1106.7;28.77;8.14;1.7;NA;NA;NA;NA
787;SF;10.4;L;;110.58;38.58;1106.24;9.43;5.57;1.21;NA;NA;NA;NA
788;SF;15.3;L;;107.52;35.81;1106.25;13.19;7.68;1.3;NA;NA;NA;NA
789;SF;10.2;L;;106.96;35.74;1106.27;9.27;5.48;1.21;NA;NA;NA;NA
790;SF;13.3;L;;106.31;35.84;1106.4;11.65;6.82;1.26;NA;NA;NA;NA
791;SF;27.2;L;;105.89;37.62;1106.47;22.33;12.81;1.51;NA;NA;NA;NA
792;SF;15.8;L;;107.35;38.88;1106.42;13.57;7.9;1.31;NA;NA;NA;NA
793;SF;11.3;L;;106.32;39.27;1106.62;10.12;5.95;1.23;NA;NA;NA;NA
794;SF;26.3;L;;107.54;40.52;1106.7;21.64;12.42;1.49;NA;NA;NA;NA
795;SF;22.4;L;;107.57;40.57;1106.7;18.64;10.74;1.42;NA;NA;NA;NA
796;SF;11;L;;105.51;38.63;1106.7;9.89;5.82;1.22;NA;NA;NA;NA
797;SF;18.1;L;;105.38;38.54;1106.55;15.34;8.89;1.35;NA;NA;NA;NA
798;SF;14.5;L;;104.64;37.33;1106.46;12.58;7.33;1.28;NA;NA;NA;NA
799;SF;31.8;L;;103.81;36.69;1106.5;25.86;14.8;1.59;NA;NA;NA;NA
800;SF;20.4;L;;107.28;40.33;1106.7;17.11;9.88;1.39;NA;NA;NA;NA
801;SF;10.1;L;;103.77;36.76;1106.7;9.2;5.44;1.21;NA;NA;NA;NA
802;SF;14.2;L;;103.51;37.81;1106.7;12.35;7.2;1.28;NA;NA;NA;NA
803;SF;12.8;L;;103.49;39.31;1106.7;11.27;6.6;1.25;NA;NA;NA;NA
804;SF;18;L;;101.5;39.83;1106.7;15.26;8.84;1.35;NA;NA;NA;NA
805;SF;24.5;L;;92.92;44.22;1106.7;20.26;11.65;1.46;NA;NA;NA;NA
807;DF;42.7;L;;90.47;45.86;1106.7;31.02;8.9;1.74;NA;NA;NA;NA
808;SF;32.1;L;;89.23;47.2;1106.7;26.09;14.93;1.59;NA;NA;NA;NA
810;SF;37.8;L;;82.08;42.2;1106.7;30.47;17.39;1.69;NA;NA;NA;NA
812;DF;27;L;;86.3;43.16;1106.7;16.51;4.25;1.44;NA;NA;NA;NA
814;SF;42.9;L;;90.85;42.01;1106.7;34.39;19.59;1.78;NA;NA;NA;NA
815;SF;12.6;L;;91.03;36.4;1106.7;11.12;6.51;1.25;NA;NA;NA;NA
816;SF;11.5;L;;92.62;36.13;1106.7;10.27;6.04;1.23;NA;NA;NA;NA
817;SF;19.4;L;;92.66;33.83;1106.7;16.34;9.45;1.37;NA;NA;NA;NA
819;SF;26.4;L;;95.33;37.1;1106.7;21.71;12.47;1.49;NA;NA;NA;NA
820;SF;13.8;L;;95.96;38.52;1106.7;12.04;7.03;1.27;NA;NA;NA;NA
821;SF;18;L;;103.51;39.77;1106.7;15.26;8.84;1.35;NA;NA;NA;NA
822;SF;28;L;;100.64;35.26;1106.7;22.94;13.16;1.52;NA;NA;NA;NA
823;SF;18.6;L;;101.35;31.43;1106.01;15.72;9.1;1.36;NA;NA;NA;NA
824;SF;11.3;L;;101.59;30.54;1105.92;10.12;5.95;1.23;NA;NA;NA;NA
825;SF;13.7;L;;101.28;31.65;1105.94;11.96;6.99;1.27;NA;NA;NA;NA
826;SF;21;L;;101;31.28;1105.88;17.57;10.14;1.4;NA;NA;NA;NA
827;WH;20.3;L;;98.18;33.18;1106.37;12.91;9.78;1.88;NA;NA;NA;NA
828;WH;14.3;L;;96.81;32.09;1106.34;8.87;6.97;1.7;NA;NA;NA;NA
829;WH;10.5;L;;97.44;31.94;1106.33;6.3;5.19;1.58;NA;NA;NA;NA
830;WH;10.6;L;;99.69;31.02;1106.31;6.37;5.23;1.58;NA;NA;NA;NA
831;SF;11.7;L;;98.53;29.45;1106.2;10.43;6.13;1.24;NA;NA;NA;NA
832;SF;13.6;L;;99.97;29.3;1106.13;11.88;6.95;1.27;NA;NA;NA;NA
833;SF;11.4;L;;100.93;26.33;1105.92;10.19;6;1.23;NA;NA;NA;NA
834;DF;122;L;;102.2;28.59;1106.05;52.11;26.16;3.23;NA;NA;NA;NA
835;SF;10;L;;104.12;28.27;1106.04;9.12;5.39;1.21;NA;NA;NA;NA
836;SF;12.3;L;;105.3;29.43;1106.13;10.89;6.39;1.25;NA;NA;NA;NA
837;WH;26;L;;103.9;29.69;1106.35;16.76;12.45;2.06;NA;NA;NA;NA
838;WH;16.2;L;;102.97;28.53;1106.18;10.15;7.86;1.75;NA;NA;NA;NA
839;WH;14.2;L;;102.59;31.34;1106.35;8.8;6.92;1.69;NA;NA;NA;NA
840;WH;27.9;L;;103.93;22.25;1105.59;18.04;13.34;2.12;NA;NA;NA;NA
842;SF;26.4;L;;102.83;18.61;1105.65;21.71;12.47;1.49;NA;NA;NA;NA
843;SF;12.7;L;;99.93;20.88;1105.66;11.19;6.56;1.25;NA;NA;NA;NA
844;SF;14.8;L;;99.24;19.56;1105.61;12.81;7.46;1.29;NA;NA;NA;NA
846;SF;11.7;L;;97.98;25.07;1105.91;10.43;6.13;1.24;NA;NA;NA;NA
847;SF;18.3;L;;96.39;25.1;1105.95;15.49;8.97;1.35;NA;NA;NA;NA
848;SF;18;L;;96.92;28.42;1106.01;15.26;8.84;1.35;NA;NA;NA;NA
849;SF;25.7;L;;95.57;28.49;1106.18;21.18;12.17;1.48;NA;NA;NA;NA
850;SF;16.4;L;;94.39;26.62;1106.1;14.03;8.15;1.32;NA;NA;NA;NA
851;SF;13.4;L;;93.28;27.03;1106.09;11.73;6.86;1.27;NA;NA;NA;NA
852;SF;10;L;;91.95;25.93;1106.03;9.12;5.39;1.21;NA;NA;NA;NA
853;SF;11.9;L;;92.65;24.59;1105.97;10.58;6.21;1.24;NA;NA;NA;NA
854;SF;10.1;L;;90.28;24.6;1105.97;9.2;5.44;1.21;NA;NA;NA;NA
855;SF;30;L;;92.71;28.72;1106.31;24.48;14.02;1.55;NA;NA;NA;NA
856;SF;13.5;L;;94.32;29.42;1106.32;11.81;6.9;1.27;NA;NA;NA;NA
857;SF;10.5;L;;93.88;30.14;1106.33;9.5;5.61;1.21;NA;NA;NA;NA
858;SF;28.5;L;;93.85;29.68;1106.7;23.33;13.37;1.53;NA;NA;NA;NA
859;SF;18.5;L;;91.99;29.22;1106.7;15.65;9.06;1.35;NA;NA;NA;NA
860;SF;10.6;L;;92.73;27.05;1106.7;9.58;5.65;1.22;NA;NA;NA;NA
861;SF;13;L;;92.61;25.86;1106.7;11.42;6.69;1.26;NA;NA;NA;NA
862;SF;12.2;L;;91.18;23.65;1106.7;10.81;6.34;1.24;NA;NA;NA;NA
865;SF;17.2;L;;87.42;27.61;1106.7;14.65;8.5;1.33;NA;NA;NA;NA
866;SF;29.9;L;;91.98;31.42;1106.7;24.4;13.98;1.55;NA;NA;NA;NA
868;SF;18.4;L;;89.11;32.97;1106.7;15.57;9.02;1.35;NA;NA;NA;NA
869;SF;32.5;L;;94.25;36.16;1106.7;26.4;15.1;1.6;NA;NA;NA;NA
871;SF;12.1;L;;87.4;31.01;1106.7;10.73;6.3;1.24;NA;NA;NA;NA
872;SF;18.3;L;;85.75;27.04;1106.7;15.49;8.97;1.35;NA;NA;NA;NA
875;SF;41.2;L;;83.19;30.23;1106.7;33.08;18.85;1.75;NA;NA;NA;NA
876;SF;23.4;L;;81.12;41.29;1106.7;19.41;11.17;1.44;NA;NA;NA;NA
933;SF;18;L;;65.2;61.98;1107.03;15.26;8.84;1.35;NA;NA;NA;NA
939;SF;13.6;L;;80.36;55.25;1107.03;11.88;6.95;1.27;NA;NA;NA;NA
941;WH;28;L;;81.83;52.63;1107.03;18.11;13.39;2.12;NA;NA;NA;NA
942;SF;16.8;L;;78.92;46.67;1107.03;14.34;8.33;1.32;NA;NA;NA;NA
950;SF;38.6;L;;68.49;57.71;1107.03;31.08;17.73;1.7;NA;NA;NA;NA
953;SF;12.7;L;;64.18;55.07;1107.03;11.19;6.56;1.25;NA;NA;NA;NA
954;SF;47.2;L;;61.69;53.28;1107.03;37.69;21.44;1.85;NA;NA;NA;NA
955;SF;13;L;;56.43;62.19;1106.92;11.42;6.69;1.26;NA;NA;NA;NA
956;SF;10.5;L;;53.77;58.37;1107.03;9.5;5.61;1.21;NA;NA;NA;NA
957;SF;11.1;L;;55.07;52.25;1107.46;9.96;5.87;1.23;NA;NA;NA;NA
958;SF;10.2;L;;54.28;50.66;1107.56;9.27;5.48;1.21;NA;NA;NA;NA
962;SF;23.1;L;;52.13;47.95;1107.67;19.18;11.04;1.43;NA;NA;NA;NA
963;SF;17.8;L;;59.16;51.06;1107.03;15.11;8.76;1.34;NA;NA;NA;NA
964;SF;13.1;L;;59.82;50.6;1107.03;11.5;6.73;1.26;NA;NA;NA;NA
965;SF;12.4;L;;62.49;54.57;1107.03;10.96;6.43;1.25;NA;NA;NA;NA
966;SF;23.1;L;;66.05;50.07;1107.03;19.18;11.04;1.43;NA;NA;NA;NA
967;SF;20.3;L;;66.11;47.09;1107.03;17.03;9.84;1.39;NA;NA;NA;NA
968;SF;12.1;L;;67.85;45.66;1107.03;10.73;6.3;1.24;NA;NA;NA;NA
969;SF;11;L;;68.57;44.13;1107.03;9.89;5.82;1.22;NA;NA;NA;NA
971;SF;19.3;L;;68.56;49.49;1107.03;16.26;9.4;1.37;NA;NA;NA;NA
973;SF;25.7;L;;78.06;43.54;1107.03;21.18;12.17;1.48;NA;NA;NA;NA
974;SF;11.9;L;;71.88;44.92;1107.03;10.58;6.21;1.24;NA;NA;NA;NA
975;SF;15.3;L;;73.39;37.12;1107.03;13.19;7.68;1.3;NA;NA;NA;NA
976;SF;13;L;;71.85;34.7;1107.03;11.42;6.69;1.26;NA;NA;NA;NA
978;SF;49.3;L;;66.19;35.66;1107.03;39.3;22.35;1.89;NA;NA;NA;NA
979;SF;17.3;L;;66.02;40.46;1106.23;14.73;8.54;1.33;NA;NA;NA;NA
980;SF;19.8;L;;63.92;39.03;1107.03;16.65;9.62;1.38;NA;NA;NA;NA
982;SF;16.3;L;;62.3;46.01;1106.23;13.96;8.11;1.32;NA;NA;NA;NA
983;SF;31;L;;59.01;43.42;1107.03;25.25;14.45;1.57;NA;NA;NA;NA
984;SF;28.4;L;;56.85;45.37;1107.74;23.25;13.33;1.53;NA;NA;NA;NA
1045;WH;26.1;L;;123.08;322.62;1115.9;16.83;12.5;2.06;NA;NA;NA;NA
1047;SF;17.2;L;;121.35;331.6;1116.55;14.65;8.5;1.33;NA;NA;NA;NA
1048;SF;19.3;L;;117.2;332.62;1116.85;16.26;9.4;1.37;NA;NA;NA;NA
1050;SF;24.2;L;;114.25;328.63;1117;20.03;11.52;1.45;NA;NA;NA;NA
1054;SF;14.4;L;;115.63;319.26;1116.35;12.5;7.29;1.28;NA;NA;NA;NA
1055;SF;14.9;L;;115.14;318.19;1116.34;12.88;7.51;1.29;NA;NA;NA;NA
1057;WH;49.3;L;;121.03;315.99;1115.81;32.49;23.38;2.78;NA;NA;NA;NA
1058;WH;29;L;;122.98;316.13;1115.66;18.79;13.86;2.15;NA;NA;NA;NA
1060;WH;22.3;L;;126.11;316.22;1115.44;14.26;10.72;1.94;NA;NA;NA;NA
1064;WH;43;L;;122.09;304.22;1115.66;28.23;20.42;2.59;NA;NA;NA;NA
1065;WH;12.3;L;;121.89;307.8;1115.52;7.52;6.03;1.63;NA;NA;NA;NA
1066;WH;25.9;L;;121.41;308.83;1115.6;16.69;12.41;2.06;NA;NA;NA;NA
1067;WH;22.7;L;;120.38;304.3;1115.78;14.53;10.91;1.96;NA;NA;NA;NA
1070;SF;24.3;L;;111.25;308.83;1116.45;20.1;11.56;1.45;NA;NA;NA;NA
1072;WH;48.5;L;;105.21;313.57;1117.04;31.95;23;2.76;NA;NA;NA;NA
1076;WH;16.6;L;;124.37;293.24;1114.68;10.42;8.05;1.77;NA;NA;NA;NA
1077;WH;14.8;L;;119.32;295.01;1115.59;9.2;7.2;1.71;NA;NA;NA;NA
1084;SF;34.5;L;;112;295.52;1115.95;27.94;15.96;1.63;NA;NA;NA;NA
1085;SF;14;L;;110.01;295.07;1115.82;12.19;7.12;1.28;NA;NA;NA;NA
1086;SF;10.5;L;;102.87;308.71;1115.8;9.5;5.61;1.21;NA;NA;NA;NA
1087;SF;18.6;L;;102.29;305.27;1115.74;15.72;9.1;1.36;NA;NA;NA;NA
1088;SF;13.7;L;;102.88;302.05;1115.95;11.96;6.99;1.27;NA;NA;NA;NA
1089;SF;14.4;L;;103.03;300.66;1115.91;12.5;7.29;1.28;NA;NA;NA;NA
1090;SF;11.2;L;;102.72;300.47;1116.05;10.04;5.91;1.23;NA;NA;NA;NA
1091;SF;16.8;L;;101.32;299.62;1115.92;14.34;8.33;1.32;NA;NA;NA;NA
1092;SF;16.1;L;;102.71;298.37;1115.86;13.8;8.02;1.31;NA;NA;NA;NA
1093;SF;17.3;L;;101.27;296.1;1115.89;14.73;8.54;1.33;NA;NA;NA;NA
1094;SF;20.9;L;;101.92;293.08;1115.86;17.49;10.1;1.4;NA;NA;NA;NA
1095;WH;22.7;L;;101.04;293.41;1115.82;14.53;10.91;1.96;NA;NA;NA;NA
1096;WH;15.5;L;;101.11;291.27;1115.77;9.67;7.53;1.73;NA;NA;NA;NA
1098;SF;15.7;L;;101.55;290.37;1115.84;13.5;7.85;1.31;NA;NA;NA;NA
1099;SF;16.5;L;;101.13;289.31;1115.82;14.11;8.2;1.32;NA;NA;NA;NA
1100;SF;16.6;L;;100.48;287.56;1115.78;14.19;8.24;1.32;NA;NA;NA;NA
1101;SF;18.2;L;;100.12;287.91;1115.8;15.42;8.93;1.35;NA;NA;NA;NA
1102;SF;12.6;L;;100.56;286.84;1115.76;11.12;6.51;1.25;NA;NA;NA;NA
1104;SF;11.1;L;;108.68;285.79;1115.51;9.96;5.87;1.23;NA;NA;NA;NA
1105;SF;13.5;L;;108.15;286.97;1115.51;11.81;6.9;1.27;NA;NA;NA;NA
1106;SF;10.9;L;;106.25;288.77;1115.65;9.81;5.78;1.22;NA;NA;NA;NA
1107;SF;12.5;L;;106.38;289.6;1115.67;11.04;6.47;1.25;NA;NA;NA;NA
1108;SF;10.5;L;;104.69;289.18;1115.74;9.5;5.61;1.21;NA;NA;NA;NA
1109;SF;11.7;L;;105;291.38;1115.8;10.43;6.13;1.24;NA;NA;NA;NA
1110;SF;13.4;L;;109;293.98;1115.8;11.73;6.86;1.27;NA;NA;NA;NA
1112;SF;19;L;;111.58;289.49;1115.5;16.03;9.28;1.36;NA;NA;NA;NA
1113;SF;11.4;L;;110.66;286.83;1115.42;10.19;6;1.23;NA;NA;NA;NA
1114;SF;23.4;L;;117.29;287.81;1115.32;19.41;11.17;1.44;NA;NA;NA;NA
1117;SF;13.4;L;;118.62;282.02;1115.12;11.73;6.86;1.27;NA;NA;NA;NA
1118;SF;23.3;L;;120.14;282.13;1115.03;19.33;11.13;1.44;NA;NA;NA;NA
1122;SF;49.3;L;;122.72;277.61;1114.66;39.3;22.35;1.89;NA;NA;NA;NA
1123;WH;24.4;L;;121.32;276.5;1114.73;15.68;11.7;2.01;NA;NA;NA;NA
1124;SF;19.7;L;;121.35;274.74;1114.84;16.57;9.58;1.37;NA;NA;NA;NA
1126;SF;19.2;L;;118.17;272.53;1115.05;16.19;9.36;1.37;NA;NA;NA;NA
1127;SF;11.8;L;;116.78;276.63;1115.25;10.5;6.17;1.24;NA;NA;NA;NA
1128;SF;13.7;L;;116.96;278.13;1115.31;11.96;6.99;1.27;NA;NA;NA;NA
1131;WH;11.1;L;;109.9;274.45;1115.26;6.71;5.47;1.6;NA;NA;NA;NA
1132;SF;38;L;;112.66;279.93;1115.27;30.62;17.47;1.69;NA;NA;NA;NA
1133;SF;19.2;L;;111.49;281.94;1115.38;16.19;9.36;1.37;NA;NA;NA;NA
1134;SF;27.3;L;;109.12;279.44;1115.33;22.41;12.86;1.51;NA;NA;NA;NA
1135;SF;10.4;L;;103.65;281.85;1115.83;9.43;5.57;1.21;NA;NA;NA;NA
1137;SF;15.2;L;;100.32;281.65;1115.61;13.11;7.64;1.3;NA;NA;NA;NA
1138;SF;14.3;L;;100.18;282.32;1115.64;12.42;7.25;1.28;NA;NA;NA;NA
1139;SF;32.3;L;;120.6;268.34;1114.72;26.25;15.01;1.59;NA;NA;NA;NA
1144;SF;20.3;L;;112.51;270.25;1115.07;17.03;9.84;1.39;NA;NA;NA;NA
1146;SF;39.1;L;;106.36;272.78;1115.13;31.47;17.95;1.71;NA;NA;NA;NA
1147;SF;16.8;L;;105.52;270.23;1115.06;14.34;8.33;1.32;NA;NA;NA;NA
1148;SF;13.4;L;;102.43;268.15;1114.99;11.73;6.86;1.27;NA;NA;NA;NA
1149;SF;11.4;L;;104.59;271.11;1115.08;10.19;6;1.23;NA;NA;NA;NA
1150;SF;11.2;L;;103.3;271.16;1115.14;10.04;5.91;1.23;NA;NA;NA;NA
1151;SF;11.5;L;;101.37;272.69;1114.88;10.27;6.04;1.23;NA;NA;NA;NA
1152;SF;16.1;L;;100.89;269.54;1115.01;13.8;8.02;1.31;NA;NA;NA;NA
1153;SF;10.3;L;;100.36;273.33;1114.89;9.35;5.52;1.21;NA;NA;NA;NA
1154;SF;12.6;L;;97.6;274.12;1114.91;11.12;6.51;1.25;NA;NA;NA;NA
1156;SF;36.3;L;;92.63;270.04;1114.88;29.32;16.74;1.66;NA;NA;NA;NA
1157;SF;20.8;L;;91.97;267.07;1114.93;17.41;10.05;1.39;NA;NA;NA;NA
1159;SF;25;L;;97.43;268.48;1114.95;20.64;11.86;1.47;NA;NA;NA;NA
1161;SF;15.7;L;;101.09;265.28;1115.1;13.5;7.85;1.31;NA;NA;NA;NA
